repository	commit	tree_status	root_canonical_directive_files	root_legacy_directive_files	all_directive_files	all_agentic_files	candidate_files	retrieved_files	authorization
hyperpolymath/awesome-gleam	13d1a0427381bce34bb75d4cbf262487dada03f1	tree_complete	0	0	0	1	3	2	not_evaluated
hyperpolymath/awesome-haskell	cafba0eeeb3898c43364b5d8c73a5282e138f1af	tree_complete	0	0	0	0	1	0	not_evaluated
hyperpolymath/awesome-idris2	6fffecd89e885c46d55f01668a05042593a2aeeb	tree_complete	0	0	0	0	7	0	not_evaluated
hyperpolymath/awesome-ipfs	db9deac7d33c2336b1b2fcca274a12473be0517d	tree_complete	0	0	0	0	2	0	not_evaluated
hyperpolymath/awesome-nickel	dbbc23593044506154d001d6bdeb21a5f161f478	tree_complete	4	0	4	1	12	8	not_evaluated
hyperpolymath/awesome-ocaml	2ed921f6a008a89425defe21c198c8cb62e96079	tree_complete	0	0	0	0	1	0	not_evaluated
hyperpolymath/awesome-provable	b090080f21f92ff6e07a6de2f1d03294bf2846e9	tree_complete	0	0	0	0	1	0	not_evaluated
hyperpolymath/awesome-zig	05a441737400914316fb0253f8b7e3cb48711266	tree_complete	0	0	0	1	3	2	not_evaluated
hyperpolymath/bebop-ffi	6f7b39377d5d53add5c735ec16fd5c2b1635252d	tree_complete	0	0	0	1	6	2	not_evaluated
hyperpolymath/befunge93-vault-cracker	620a121e728c7146c4b942ae3e4e0a07a88538a6	tree_complete	0	0	0	1	6	2	not_evaluated
hyperpolymath/betlang	0710c68bb5098a58b6ffe3500008b6c8bc38c158	tree_complete	0	0	0	1	9	3	not_evaluated
hyperpolymath/betlangiser	958b08072c5e6c834b8b119a82a63fb2760e43ac	tree_complete	0	0	0	1	13	3	not_evaluated
hyperpolymath/bgp-backbone-lab	9a1067aee2166ec73430db5234823099304f856c	tree_complete	0	0	0	1	5	1	not_evaluated
hyperpolymath/bitfuckit	b3e4a6dcf668363b209da79f423075b771f6d1d3	tree_complete	0	0	0	1	3	2	not_evaluated
hyperpolymath/blocky-writer	a0e8674a0e4fc25c437ac6037b59f429fd4186c1	tree_complete	0	0	0	1	9	1	not_evaluated
hyperpolymath/blue-screen-of-app	66fe170d0a2bf13ac9046ba6d3ac4aafb58f772b	tree_complete	0	0	0	1	5	1	not_evaluated
hyperpolymath/bofig	30b669e1a298f523f8222bdcee2bb75f3e6212fe	tree_complete	0	0	0	1	11	2	not_evaluated
hyperpolymath/bofj-kitt	5660f085b91b14ff271054f04c61748a9f938c9b	tree_complete	0	0	0	1	11	2	not_evaluated
hyperpolymath/boinc-boinc	02eac870dd4225af32873a63da017af7630b3766	tree_complete	4	0	4	1	14	9	not_evaluated
hyperpolymath/boj-server	a73295012fc315394cf9f3c57409cc9c0d8c76c6	tree_complete	0	0	0	1	12	3	not_evaluated
hyperpolymath/boj-server-cartridges	54f5bb993f1c73fbae4fc04e9eaa6ddec43553b9	tree_complete	0	0	0	1	7	1	not_evaluated
hyperpolymath/bqniser	038984076e08c56dc7b7bf3fbd66be0596b0765f	tree_complete	0	0	0	1	13	3	not_evaluated
hyperpolymath/branch-newspaper	4d1be6c27fdea3e82571d9fbecf97285ed0676f2	tree_complete	0	0	0	1	10	2	not_evaluated
hyperpolymath/bunsenite	c372dac095e071d401379009ed792b2612bc0a9c	tree_complete	4	0	4	1	18	8	not_evaluated
hyperpolymath/cafescripto	93e296df5089ddf99fa81c37f46f9e06d26ec34d	tree_complete	4	0	4	1	17	10	not_evaluated
hyperpolymath/candy-crash	72258c45c15a474465e07e4144f8a778f442901b	tree_complete	0	0	0	1	6	1	not_evaluated
hyperpolymath/cargo-zigbuild	a8998778d794a3a5a449e52cbde7531be3390069	tree_complete	4	0	4	1	15	6	not_evaluated
hyperpolymath/casket-ssg	45e72796456b91e0b800304ab0283cd4872c57c5	tree_complete	0	0	0	1	5	2	not_evaluated
hyperpolymath/cccp	4b73c7c2cf0c1408bf53f3448c21457eeb9d21a6	tree_complete	4	0	4	1	12	8	not_evaluated
hyperpolymath/chapeliser	320962eb321d5ff38489e591fe0eafbd5a807179	tree_complete	0	0	0	1	13	3	not_evaluated
hyperpolymath/checky-monkey	7c768b6c7f11e872476aff2e5ab057e4a546aa5b	tree_complete	0	0	0	1	10	1	not_evaluated
hyperpolymath/chimichanga	3c65ccf14fa1aa99cf18d7953c267bae76947154	tree_complete	0	0	0	1	10	1	not_evaluated
hyperpolymath/choreographic-types	98193bec8579a2094ee3cd7828f05ebbefdc50ba	tree_complete	0	0	0	0	1	0	not_evaluated
hyperpolymath/cicd-squabbler	c56bcc18ffb2bbda42aa149defc77adf6467b9a4	tree_complete	5	0	5	1	16	16	not_evaluated
hyperpolymath/cicd-suite	6cb08dde98b70d20ad2d506e77dd6a517503eb08	tree_complete	0	0	0	0	1	0	not_evaluated
hyperpolymath/civic-connect	f2cf489591653f689b6e989f7a5b90128982bee4	tree_complete	0	0	0	3	16	5	not_evaluated
hyperpolymath/claude-gecko-browser-extension	2e260edc164f8c4c4a5ee8dde14baa1d9afe7d22	tree_complete	0	0	0	1	4	1	not_evaluated
hyperpolymath/claude-integrations	681493df34c1f93a4fd901b47dbe2ad11c18ecad	tree_complete	0	0	0	5	17	8	not_evaluated
hyperpolymath/cloud-sync-tuner	f35aef1e3afbba7832e898eaa4d0515db8271f2c	tree_complete	0	0	0	1	10	1	not_evaluated
hyperpolymath/cloudflare-dns-terraform	9fd6fe27264e41dee3e33280f657756879406b49	tree_complete	0	0	0	1	9	1	not_evaluated
hyperpolymath/cloudguard-cli	2b35c662bc727edc236002a46deb058020a9fc27	tree_complete	0	0	0	1	14	2	not_evaluated
hyperpolymath/cloudguard-server	2ef31326617acdc485a086f6495c55c624307703	tree_complete	0	0	0	1	12	2	not_evaluated
hyperpolymath/conative-gating	d355a20b75ad4b0175b5f6a9498981d01ca57b65	tree_complete	4	0	8	2	30	15	not_evaluated
hyperpolymath/conflow	3edfee8b3914499216f91b272eee701ec4de8849	tree_complete	4	0	4	1	14	9	not_evaluated
hyperpolymath/continuation-mesh	a6fd60475f2af641a45dd20ca23b1aac02a8739c	tree_complete	0	0	0	1	4	2	not_evaluated
hyperpolymath/contractiles	9351d28a1142a9223d9cc5d7b98bc1dece216314	tree_complete	4	0	4	1	14	7	not_evaluated
hyperpolymath/cookie-rebound	8ae8ca7969341f3053f517a762a75be0bfb5a088	tree_complete	4	0	4	1	14	9	not_evaluated
hyperpolymath/coord-tui	6909298981265fb63381617ace80f60c52f7d8e6	tree_complete	0	0	0	1	4	2	not_evaluated
hyperpolymath/coq-jr	c8725b81c2b3483a62bca1e5e7e8e091a26b493a	tree_complete	0	0	0	1	4	1	not_evaluated
hyperpolymath/cyo	b8610d057d17da970b5f4086607f75a19ab8e26c	tree_complete	0	0	0	0	2	0	not_evaluated
hyperpolymath/dafniser	a919fb315f596b7c26b7c3d07ab5a0149b8c9271	tree_complete	0	0	0	1	14	3	not_evaluated
hyperpolymath/ddraig-ssg	c479721de89d64da35e10d617f8eb76d31fabce0	tree_complete	0	0	0	0	1	0	not_evaluated
hyperpolymath/deed-core	90c20ed724afec582d296d5ba96a3ba7eb81968a	tree_complete	0	0	0	7	53	20	not_evaluated
hyperpolymath/deed-ecosystem	fedffb3cf5ccb74d83f7768f64e65e2c7bec1fc1	tree_complete	0	0	4	7	79	22	not_evaluated
hyperpolymath/deed-validate-action	317b0725163a56e63138de600112560005d388a9	tree_complete	0	0	0	1	9	4	not_evaluated
hyperpolymath/defiant	732680c58b0ad39f97c1c20fe4feb4975f847ce4	tree_complete	0	0	0	1	10	2	not_evaluated
hyperpolymath/developer-ecosystem	24d6e3c8970c4fe668d273ffb369e8954c8fd63e	tree_complete	4	0	32	97	819	309	not_evaluated
hyperpolymath/dictask	7326bb8885d940cf6a8dbc686ec9cb0e597dd4e4	tree_complete	0	0	0	1	12	3	not_evaluated
hyperpolymath/dicti0nary-attack	d023ba08d692db6f2198e31a547983aec53b8140	tree_complete	0	0	0	1	8	2	not_evaluated
hyperpolymath/docmatrix	44cf076100ef3c6eec04ae5a3f32f78d9d877dc4	tree_complete	4	0	4	1	12	8	not_evaluated
hyperpolymath/docudactyl	39b42d0311f49bbb7fdae6f73405d4198d753b51	tree_complete	0	0	0	1	10	1	not_evaluated
hyperpolymath/dotmatrix-fileprinter	2fd57af85f24b66548e36daea879ede3d7848e8b	tree_complete	4	0	4	1	12	8	not_evaluated
hyperpolymath/double-track-browser	fce9faaa92abe2d06e4feaca2f33ce31cea6a0fb	tree_complete	0	0	0	1	12	2	not_evaluated
hyperpolymath/echidna	ba373a8b1d3309c561f7ff30e0197b21cc8bb185	tree_complete	5	0	5	2	22	22	not_evaluated
hyperpolymath/echidnabot	dbeee8ad278576b581b9729fb5bec84ea0dbb0e9	tree_complete	11	0	11	1	19	19	not_evaluated
hyperpolymath/echo-types	9c4b72b52972c7e084c8f569635eb01caef64e7a	tree_complete	4	0	4	1	12	7	not_evaluated
hyperpolymath/eclexia	3a9629f46332a3f90100e2f1dc14b37844dccf1d	tree_complete	12	0	12	1	19	13	not_evaluated
hyperpolymath/eclexiaiser	8f463d7d4dcd3d541169280b80d42c9db750361e	tree_complete	0	0	0	1	13	3	not_evaluated
hyperpolymath/empty-linter	f8060b8c40e00bd7eaebe78b82da147d9f4e931a	tree_complete	4	0	4	1	12	8	not_evaluated
hyperpolymath/ensaid-spec	86f93f4d10222016c91bde9081a034cc0b641e6a	tree_complete	0	0	0	0	8	0	not_evaluated
hyperpolymath/ephapax	9ffb8174f868e5280bcb8a80e528d465e78cbf47	tree_complete	5	0	5	1	15	8	not_evaluated
hyperpolymath/ephapaxiser	72cb4df9620bcc774963c42d6c19b835f49cc0de	tree_complete	0	0	0	1	13	3	not_evaluated
hyperpolymath/epistemic-types	dd948fbdddbdd06282cda8425e3e644e013c11ff	tree_complete	0	0	0	1	4	1	not_evaluated
hyperpolymath/error-lang	6ef5fce760b7bc9acec10438c8b133bae98fdca3	tree_complete	0	0	0	1	6	2	not_evaluated
hyperpolymath/evil-weevil	4da4e744fb515283f0c48c3f73d4072c66fe3174	tree_complete	5	0	5	1	12	7	not_evaluated
hyperpolymath/excel-economic-numbers-tool	daed0fb94b1e48a895b33de64499bce7f037f6cf	tree_complete	4	0	4	1	13	8	not_evaluated
hyperpolymath/explicit-trust-plane	d2a685f618892a96049dd1ff3033ee202508b2c1	tree_complete	4	0	4	1	12	8	not_evaluated
hyperpolymath/explore	b75412458a53fac495f4a31d2c6798264df76fdb	tree_complete	0	0	0	0	2	0	not_evaluated
hyperpolymath/feedback-o-tron	c60bc4a23dd0bfd7167db381ae70182afe1358cf	tree_complete	4	0	4	1	12	9	not_evaluated
hyperpolymath/ffmpeg-ffi	79d8b0af3d7af309f4ab6795a275fcc47197a433	tree_complete	0	0	0	1	9	1	not_evaluated
hyperpolymath/filesoup	43e63856dc88112182c63f674b92f1c8997f8834	tree_complete	4	0	4	1	14	9	not_evaluated
hyperpolymath/fireflag	fe04fdb7ad6683935514da7eb8f0272f3dbe711c	tree_complete	4	0	4	1	12	8	not_evaluated
hyperpolymath/firmboot	ea70f84781ddf27dfe800dda34a7dcbb753ac2dd	tree_complete	0	0	0	0	0	0	not_evaluated
hyperpolymath/first-post	eb40aa92ef141c028ce01e8a317ae13338892fac	tree_complete	4	0	4	1	13	6	not_evaluated
hyperpolymath/flat-mate	6821f70f41edc2877f1c5e1fc82940f11a17bcd2	tree_complete	4	0	4	1	12	7	not_evaluated
hyperpolymath/flatracoon	896e0019e1fd5091b081b61c7281198e87d4d5a5	tree_complete	4	0	4	3	15	10	not_evaluated
hyperpolymath/formatrix-docs	56f45c5a6f805cb0ebaca46e9a1ef550adb9bbe2	tree_complete	4	0	4	1	12	8	not_evaluated
hyperpolymath/fraying-model-computational-testbed	b1dd5bf17f5bf140b3e4dddad05baf2a1ab112af	tree_complete	4	0	4	1	15	12	not_evaluated
hyperpolymath/futharkiser	fa73eae84dce51478c136fee518a4ea1f2f804ff	tree_complete	0	0	0	1	13	3	not_evaluated
hyperpolymath/game-server-admin	070529e0c5c22d2fd64392d42b774d71a56d20a1	tree_complete	4	0	4	1	18	7	not_evaluated
hyperpolymath/git-reticulator	ecf68c3276c2c54b6403494ee3620deaac565986	tree_complete	4	0	4	1	12	5	not_evaluated
hyperpolymath/git-scripts	19da063c40a9970be917438a91ca62fc24198906	tree_complete	4	0	4	1	13	6	not_evaluated
hyperpolymath/gitbot-fleet	ce89763a7f9b874288a909732bf21b3143c6afea	tree_complete	4	0	4	3	21	21	not_evaluated
hyperpolymath/glyphbase	9ba5da2aaa21d1d8c0d903934d863bbbb2d1ad29	tree_complete	0	0	0	1	4	1	not_evaluated
hyperpolymath/gnpl	35026cae4a941b46cb7895a71fb86bcf681e68b8	tree_complete	0	0	0	1	4	1	not_evaluated
hyperpolymath/grim-repo	f592e02d48d4f19423da9e70c654c9764aa53ba0	tree_complete	0	0	0	2	13	2	not_evaluated
hyperpolymath/gsbot	d9c12c4ed9e03bee42d32b71bbc4a63c256f9795	tree_complete	0	0	0	0	4	2	not_evaluated
hyperpolymath/gv-clade-index	7e1c18c9a7035a866328a7b2841e5b78dd2d69b2	tree_complete	0	0	0	1	11	4	not_evaluated
hyperpolymath/halideiser	5fead8f59dbfa3c22984cc209999f21cf758206c	tree_complete	0	0	0	1	13	3	not_evaluated
hyperpolymath/hesiod-dns-map	c981614c2ffc76d8b53e7594bf6c0b1cddcdbe57	tree_complete	0	0	0	1	9	1	not_evaluated
hyperpolymath/heterogenous-mobile-computing	fd4c58c132324e173cc5d63fc51c1048370ef8ae	tree_complete	0	0	0	1	10	1	not_evaluated
hyperpolymath/homebrew-tap	9cdc96d0a2362fc5813709985cf737f14cad164d	tree_complete	4	0	4	1	9	6	not_evaluated
hyperpolymath/hotchocolabot	1d20084d7dcadf2e3db1725dc82fe9a3efba1930	tree_complete	0	0	0	0	3	2	not_evaluated
hyperpolymath/hpm-crypto-rsr	8793e3e20c869de307146473dcf27c8395c543ff	tree_complete	0	0	0	1	3	2	not_evaluated
hyperpolymath/hpm-github-api-rsr	8274b3d55a1d4b3d63b4b9520028a1d420319824	tree_complete	0	0	0	1	3	2	not_evaluated
hyperpolymath/hpm-http-client-rsr	c0ff54e942efe2d8d1e561532f119054a895c3ad	tree_complete	0	0	0	1	3	2	not_evaluated
hyperpolymath/hpm-json-rsr	0c6b9440bd9a48b3da632eb0c62d4087d17b4aaa	tree_complete	0	0	0	1	3	2	not_evaluated
hyperpolymath/http-capability-gateway	3e198096a3a59219e6af3c7195fe69ea14edbcc5	tree_complete	4	0	4	1	12	8	not_evaluated
hyperpolymath/hybrid-automation-router	01c51f2f06de1051d5c5a869f2935677e027be1a	tree_complete	4	0	4	1	13	8	not_evaluated
hyperpolymath/hypatia	9f2f62f5c9463c79b33a5ebf54372166ce56f349	tree_complete	4	0	4	1	14	14	not_evaluated
hyperpolymath/hyperpolymath	f06e25260795c04c3c0d59c6a9f83b3f477c91f2	tree_complete	4	0	4	2	14	8	not_evaluated
hyperpolymath/hyperpolymath.github.io	76cdceacd016b5997eac4056cbb73692c1809b05	tree_complete	0	0	0	1	8	1	not_evaluated
hyperpolymath/i-human	7c1d9e4b196e8623554fe4f6fbc8f212fe54f95f	tree_complete	0	0	0	1	11	1	not_evaluated
hyperpolymath/ideas-to-alphas	052a32ce9af2e73b0e4a63dcaea5b261c325b7b4	tree_complete	4	0	4	1	14	10	not_evaluated
hyperpolymath/idrisiser	782be616b5ac3f59a3c074edbe2fa4238486c410	tree_complete	0	0	0	1	13	3	not_evaluated
hyperpolymath/im-docs	0ba6772a215dec82d924c9cab00299e01fc821f7	tree_complete	4	0	4	1	13	8	not_evaluated
hyperpolymath/infrastructure-automation	33afd83dfdc3b608e876b219763d18ddf253f00e	tree_complete	0	0	0	0	9	0	not_evaluated
hyperpolymath/intsoc-transactor	061f7d3400d2a74cc4a4a2c74ad5da814c83e84a	tree_complete	0	0	0	1	11	1	not_evaluated
hyperpolymath/invariant-path	9b0551f62a12b8830aa7b93223d215232a12bf00	tree_complete	0	0	0	0	3	0	not_evaluated
hyperpolymath/ipfs-overlay	c13fd5817edbeb38053563ed7ed50bff9f4ffc1c	tree_complete	0	0	0	1	9	1	not_evaluated
hyperpolymath/ipv6-only	12e5b607e1ea1437764bf97f7bf12e0e0f8f29d9	tree_complete	0	0	0	1	7	3	not_evaluated
hyperpolymath/ipv6-site-enforcer	cfb36573b1e8da5e01c81ae32c6501bd7069b34b	tree_complete	0	8	8	1	13	10	not_evaluated
hyperpolymath/ipv6-tools	dfbc621193d88f18a3d6998e3b6f54ff0701cfd2	tree_complete	0	0	0	3	17	4	not_evaluated
hyperpolymath/iseriser	b007d3391e2697779c8b82335007684909bcef4b	tree_complete	0	0	0	2	26	6	not_evaluated
hyperpolymath/jaffascript	86b17f699e6c084729886ca1034a468b2c2ca6f7	tree_complete	4	0	8	2	28	18	not_evaluated
hyperpolymath/januskey	b9aaca1ec74e0d3a1e9fe8c75a2151cacfaf8e4d	tree_complete	7	0	7	1	15	10	not_evaluated
hyperpolymath/jtv-halting-islands-ct	b41e29d105455fd12a8737f7eb3d1d216185ccdf	tree_complete	0	0	0	0	2	0	not_evaluated
hyperpolymath/jtv-lang	fd5b6e9ba8cda41d747ee53977a64fb45bacc3ad	tree_complete	4	0	4	2	21	7	not_evaluated
hyperpolymath/julia-ecosystem	3994db928a1e15539c09a1178f52f4a317469bcc	partial_tree	4	0	4	18	96	23	not_evaluated
hyperpolymath/julia-professional-registry	a7f95e13e71750aff2eb1f46de26af4888009d9c	tree_complete	4	0	4	1	17	9	not_evaluated
hyperpolymath/julianiser	e2fa386cbeb7d4784892a602dfce66902f24135c	tree_complete	0	0	0	1	13	3	not_evaluated
hyperpolymath/k9-ecosystem	6dde9fbb5aa3524c8fa740204b50405ec4e21c8c	tree_complete	0	0	4	12	95	32	not_evaluated
hyperpolymath/kaldor-iiot	82c7247f61f3c4b958ea11df753da0cad4ac5a75	tree_complete	4	0	4	1	14	9	not_evaluated
hyperpolymath/kategoria	14d4eaf460d69049f26d48467a073d918b4b5d18	tree_complete	0	0	0	1	12	4	not_evaluated
hyperpolymath/kea	529d41cebf6c88fbf8f4cc5e212a4579ca8b3d03	tree_complete	0	0	0	1	13	1	not_evaluated
hyperpolymath/kitchenspeak	ab48037b16b8a8d57a346d85d6121319793a444d	tree_complete	4	0	4	1	13	8	not_evaluated
hyperpolymath/knot-rider	ad141a152baa47bf655d40b4edf2c0ef32d66f7f	tree_complete	4	0	4	1	16	9	not_evaluated
hyperpolymath/krl	0804861816b4a497e56b362936b956d20ecddbc9	tree_complete	4	0	4	1	15	10	not_evaluated
hyperpolymath/laminar	582aa532b60955d99e416e277afc6dcb41de65aa	tree_complete	0	0	0	1	13	3	not_evaluated
hyperpolymath/laniakea	0eeaf72882b419338484e5fd729edc98aad7f4c5	tree_complete	4	0	4	1	14	8	not_evaluated
hyperpolymath/launch-scaffolder	af64724c1fad013fbac49953f9b8a517418b0c87	tree_complete	0	0	0	1	6	2	not_evaluated
